instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
BCD_FO|2154371,2154371,JPYINR2451055.5PE,JPYINR,1.185,10-05-2024,55.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154372,2154372,JPYINR2451057PE,JPYINR,2.6775,10-05-2024,57,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154373,2154373,GBPINR24510104.5PE,GBPINR,0.1725,10-05-2024,104.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154374,2154374,GBPINR24510106PE,GBPINR,1.0725,10-05-2024,106,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154375,2154375,EURINR2451091CE,EURINR,0.015,10-05-2024,91,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154376,2154376,GBPINR24510100PE,GBPINR,0.0025,10-05-2024,100,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154377,2154377,JPYINR2451055.5CE,JPYINR,0.005,10-05-2024,55.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154378,2154378,JPYINR2451057CE,JPYINR,0.0025,10-05-2024,57,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154380,2154380,GBPINR24510104.5CE,GBPINR,0.6625,10-05-2024,104.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154381,2154381,EURINR2451093.5PE,EURINR,3.5575,10-05-2024,93.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154382,2154382,GBPINR24510106CE,GBPINR,0.065,10-05-2024,106,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154384,2154384,GBPINR24510100CE,GBPINR,4.99,10-05-2024,100,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154385,2154385,JPYINR2451059.5PE,JPYINR,5.175,10-05-2024,59.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154388,2154388,EURINR2451093.5CE,EURINR,0.0025,10-05-2024,93.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154390,2154390,JPYINR2451053.5PE,JPYINR,0.02,10-05-2024,53.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154391,2154391,JPYINR2451055PE,JPYINR,0.715,10-05-2024,55,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154392,2154392,GBPINR24510102.5PE,GBPINR,0.0025,10-05-2024,102.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154396,2154396,GBPINR24510104PE,GBPINR,0.065,10-05-2024,104,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154398,2154398,JPYINR2451059.5CE,JPYINR,0.0025,10-05-2024,59.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154401,2154401,JPYINR2451053.5CE,JPYINR,0.84,10-05-2024,53.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154402,2154402,JPYINR2451055CE,JPYINR,0.0375,10-05-2024,55,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154403,2154403,GBPINR24510102.5CE,GBPINR,2.4925,10-05-2024,102.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154405,2154405,EURINR2451091.5PE,EURINR,1.56,10-05-2024,91.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154407,2154407,GBPINR24510104CE,GBPINR,1.0575,10-05-2024,104,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154408,2154408,EURINR2451093PE,EURINR,3.0575,10-05-2024,93,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154416,2154416,EURINR2451091.5CE,EURINR,0.0025,10-05-2024,91.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154417,2154417,EURINR2451093CE,EURINR,0.0025,10-05-2024,93,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154420,2154420,JPYINR2451051.5PE,JPYINR,0.0025,10-05-2024,51.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154421,2154421,JPYINR2451053PE,JPYINR,0.0025,10-05-2024,53,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154422,2154422,GBPINR24510100.5PE,GBPINR,0.0025,10-05-2024,100.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154424,2154424,GBPINR24510102PE,GBPINR,0.0025,10-05-2024,102,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154429,2154429,GBPINR24510109.75PE,GBPINR,4.7575,10-05-2024,109.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154433,2154433,JPYINR2451051.5CE,JPYINR,2.8175,10-05-2024,51.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154434,2154434,JPYINR2451053CE,JPYINR,1.3225,10-05-2024,53,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154436,2154436,GBPINR24510103.75PE,GBPINR,0.0375,10-05-2024,103.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154438,2154438,GBPINR24510100.5CE,GBPINR,4.49,10-05-2024,100.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154439,2154439,GBPINR24510105.25PE,GBPINR,0.5125,10-05-2024,105.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154440,2154440,GBPINR24510102CE,GBPINR,2.99,10-05-2024,102,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154442,2154442,GBPINR24510109.75CE,GBPINR,0.0025,10-05-2024,109.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154445,2154445,GBPINR24510103.75CE,GBPINR,1.2775,10-05-2024,103.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154446,2154446,EURINR2451092.75PE,EURINR,2.8075,10-05-2024,92.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154447,2154447,GBPINR24510105.25CE,GBPINR,0.2525,10-05-2024,105.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154450,2154450,EURINR2451094.25PE,EURINR,4.305,10-05-2024,94.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154451,2154451,JPYINR2451051PE,JPYINR,0.0025,10-05-2024,51,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154454,2154454,JPYINR2451058.75PE,JPYINR,4.4275,10-05-2024,58.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154456,2154456,GBPINR24510107.75PE,GBPINR,2.7575,10-05-2024,107.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154458,2154458,EURINR2451092.75CE,EURINR,0.0025,10-05-2024,92.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154461,2154461,GBPINR24510109.25PE,GBPINR,4.2575,10-05-2024,109.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154462,2154462,EURINR2451094.25CE,EURINR,0.0025,10-05-2024,94.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154463,2154463,JPYINR2451051CE,JPYINR,3.3175,10-05-2024,51,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154464,2154464,GBPINR24510101.75PE,GBPINR,0.0025,10-05-2024,101.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154466,2154466,GBPINR24510103.25PE,GBPINR,0.01,10-05-2024,103.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154467,2154467,JPYINR2451058.75CE,JPYINR,0.0025,10-05-2024,58.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154470,2154470,GBPINR24510107.75CE,GBPINR,0.0025,10-05-2024,107.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154472,2154472,GBPINR24510101.75CE,GBPINR,3.24,10-05-2024,101.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154474,2154474,EURINR2451090.75PE,EURINR,0.8425,10-05-2024,90.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154476,2154476,GBPINR24510103.25CE,GBPINR,1.75,10-05-2024,103.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154477,2154477,EURINR2451092.25PE,EURINR,2.3075,10-05-2024,92.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154481,2154481,JPYINR2451056.75PE,JPYINR,2.4275,10-05-2024,56.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154482,2154482,JPYINR2451058.25PE,JPYINR,3.9275,10-05-2024,58.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154483,2154483,USDINR2451083.5PE,USDINR,0.0525,10-05-2024,83.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154485,2154485,GBPINR24510105.75PE,GBPINR,0.865,10-05-2024,105.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154486,2154486,EURINR2451090.75CE,EURINR,0.035,10-05-2024,90.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154487,2154487,USDINR2451085PE,USDINR,1.47,10-05-2024,85,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154489,2154489,GBPINR24510107.25PE,GBPINR,2.26,10-05-2024,107.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154490,2154490,EURINR2451092.25CE,EURINR,0.0025,10-05-2024,92.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154491,2154491,JPYINR2451050.75PE,JPYINR,0.0025,10-05-2024,50.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154493,2154493,JPYINR2451052.25PE,JPYINR,0.0025,10-05-2024,52.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154494,2154494,GBPINR24510101.25PE,GBPINR,0.0025,10-05-2024,101.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154495,2154495,JPYINR2451056.75CE,JPYINR,0.0025,10-05-2024,56.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154497,2154497,JPYINR2451058.25CE,JPYINR,0.0025,10-05-2024,58.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154498,2154498,USDINR2451083.5CE,USDINR,0.0825,10-05-2024,83.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154500,2154500,GBPINR24510105.75CE,GBPINR,0.1075,10-05-2024,105.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154501,2154501,USDINR2451085CE,USDINR,0.0025,10-05-2024,85,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154502,2154502,GBPINR24510107.25CE,GBPINR,0.0025,10-05-2024,107.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154503,2154503,JPYINR2451050.75CE,JPYINR,3.5675,10-05-2024,50.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154505,2154505,JPYINR2451052.25CE,JPYINR,2.07,10-05-2024,52.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154509,2154509,EURINR2451090.25PE,EURINR,0.445,10-05-2024,90.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154510,2154510,EURINR2451088.5PE,EURINR,0.0025,10-05-2024,88.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154516,2154516,JPYINR2451054.75PE,JPYINR,0.51,10-05-2024,54.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154517,2154517,JPYINR2451056.25PE,JPYINR,1.9275,10-05-2024,56.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154518,2154518,USDINR2451081.5PE,USDINR,0.0025,10-05-2024,81.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154520,2154520,USDINR2451083PE,USDINR,0.0025,10-05-2024,83,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154521,2154521,EURINR2451090.25CE,EURINR,0.1375,10-05-2024,90.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154522,2154522,JPYINR2451050.25PE,JPYINR,0.0025,10-05-2024,50.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154523,2154523,EURINR2451088.5CE,EURINR,1.445,10-05-2024,88.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154526,2154526,JPYINR2451054.75CE,JPYINR,0.08,10-05-2024,54.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154527,2154527,JPYINR2451056.25CE,JPYINR,0.0025,10-05-2024,56.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154528,2154528,USDINR2451081.5CE,USDINR,2.0275,10-05-2024,81.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154529,2154529,USDINR2451083CE,USDINR,0.5275,10-05-2024,83,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154530,2154530,JPYINR2451050.25CE,JPYINR,4.0675,10-05-2024,50.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154532,2154532,GBPINR24510110PE,GBPINR,5.0075,10-05-2024,110,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154533,2154533,EURINR2451086.5PE,EURINR,0.0025,10-05-2024,86.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154534,2154534,EURINR2451088PE,EURINR,0.0025,10-05-2024,88,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154535,2154535,USDINR2451085.5PE,USDINR,1.97,10-05-2024,85.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154537,2154537,JPYINR2451052.75PE,JPYINR,0.0025,10-05-2024,52.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154538,2154538,JPYINR2451054.25PE,JPYINR,0.2,10-05-2024,54.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154540,2154540,USDINR2451081PE,USDINR,0.0025,10-05-2024,81,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154541,2154541,GBPINR24510110CE,GBPINR,0.0025,10-05-2024,110,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154542,2154542,EURINR2451086.5CE,EURINR,3.4425,10-05-2024,86.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154543,2154543,EURINR2451088CE,EURINR,1.9425,10-05-2024,88,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154544,2154544,USDINR2451085.5CE,USDINR,0.0025,10-05-2024,85.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154546,2154546,JPYINR2451052.75CE,JPYINR,1.57,10-05-2024,52.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154547,2154547,JPYINR2451054.25CE,JPYINR,0.27,10-05-2024,54.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154548,2154548,USDINR2451081CE,USDINR,2.5275,10-05-2024,81,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154550,2154550,EURINR2451086PE,EURINR,0.0025,10-05-2024,86,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154552,2154552,EURINR2451086CE,EURINR,3.9425,10-05-2024,86,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154558,2154558,GBPINR2451099.5PE,GBPINR,0.0025,10-05-2024,99.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154560,2154560,USDINR2451084.75PE,USDINR,1.22,10-05-2024,84.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154561,2154561,USDINR2451086.25PE,USDINR,2.72,10-05-2024,86.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154562,2154562,GBPINR2451099.5CE,GBPINR,5.49,10-05-2024,99.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154563,2154563,USDINR2451084.75CE,USDINR,0.0025,10-05-2024,84.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154564,2154564,USDINR2451086.25CE,USDINR,0.0025,10-05-2024,86.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154565,2154565,EURINR2451089.75PE,EURINR,0.1775,10-05-2024,89.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172257,2172257,EURINR2471285.5PE,EURINR,0.0325,12-07-2024,85.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154568,2154568,USDINR2451082.75PE,USDINR,0.0025,10-05-2024,82.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154569,2154569,USDINR2451084.25PE,USDINR,0.72,10-05-2024,84.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154570,2154570,EURINR2451089.75CE,EURINR,0.37,10-05-2024,89.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154571,2154571,JPYINR2451049.75PE,JPYINR,0.0025,10-05-2024,49.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172258,2172258,EURINR2471287PE,EURINR,0.1225,12-07-2024,87,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154574,2154574,USDINR2451082.75CE,USDINR,0.7775,10-05-2024,82.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154576,2154576,USDINR2451084.25CE,USDINR,0.0025,10-05-2024,84.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154578,2154578,JPYINR2451049.75CE,JPYINR,4.5675,10-05-2024,49.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154579,2154579,EURINR2451087.75PE,EURINR,0.0025,10-05-2024,87.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154580,2154580,EURINR2451089.25PE,EURINR,0.05,10-05-2024,89.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154581,2154581,GBPINR24510109.5PE,GBPINR,4.5075,10-05-2024,109.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154584,2154584,USDINR2451080.75PE,USDINR,0.0025,10-05-2024,80.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172260,2172260,USDINR2471284.5PE,USDINR,0.775,12-07-2024,84.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154586,2154586,USDINR2451082.25PE,USDINR,0.0025,10-05-2024,82.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154587,2154587,EURINR2451087.75CE,EURINR,2.1925,10-05-2024,87.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154590,2154590,EURINR2451089.25CE,EURINR,0.7425,10-05-2024,89.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172261,2172261,EURINR2471291.75CE,EURINR,0.56,12-07-2024,91.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154596,2154596,USDINR2451080.75CE,USDINR,2.7775,10-05-2024,80.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154597,2154597,USDINR2451082.25CE,USDINR,1.2775,10-05-2024,82.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154598,2154598,JPYINR2451060.25PE,JPYINR,5.925,10-05-2024,60.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154601,2154601,JPYINR2451058.5PE,JPYINR,4.1775,10-05-2024,58.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154604,2154604,EURINR2451087.25PE,EURINR,0.0025,10-05-2024,87.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154607,2154607,GBPINR24510107.5PE,GBPINR,2.51,10-05-2024,107.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154608,2154608,GBPINR24510109PE,GBPINR,4.0075,10-05-2024,109,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172264,2172264,JPYINR2471251.75PE,JPYINR,0.0925,12-07-2024,51.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154610,2154610,USDINR2451080.25PE,USDINR,0.0025,10-05-2024,80.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154611,2154611,JPYINR2451058.5CE,JPYINR,0.0025,10-05-2024,58.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154613,2154613,EURINR2451085.75CE,EURINR,4.1925,10-05-2024,85.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154614,2154614,EURINR2451087.25CE,EURINR,2.6925,10-05-2024,87.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154615,2154615,GBPINR24510107.5CE,GBPINR,0.0025,10-05-2024,107.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154617,2154617,GBPINR24510109CE,GBPINR,0.0025,10-05-2024,109,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154618,2154618,EURINR2451090.5PE,EURINR,0.6325,10-05-2024,90.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154619,2154619,EURINR2451092PE,EURINR,2.0575,10-05-2024,92,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154620,2154620,USDINR2451080.25CE,USDINR,3.2775,10-05-2024,80.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154623,2154623,JPYINR2451056.5PE,JPYINR,2.1775,10-05-2024,56.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154624,2154624,JPYINR2451058PE,JPYINR,3.6775,10-05-2024,58,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154626,2154626,EURINR2451085.25PE,EURINR,0.0025,10-05-2024,85.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172267,2172267,EURINR2471285.5CE,EURINR,4.945,12-07-2024,85.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154628,2154628,GBPINR24510105.5PE,GBPINR,0.6775,10-05-2024,105.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154629,2154629,EURINR2451090.5CE,EURINR,0.075,10-05-2024,90.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154630,2154630,GBPINR24510107PE,GBPINR,2.0125,10-05-2024,107,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154631,2154631,EURINR2451092CE,EURINR,0.0025,10-05-2024,92,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154632,2154632,GBPINR24510101PE,GBPINR,0.0025,10-05-2024,101,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172268,2172268,EURINR2471287CE,EURINR,3.5475,12-07-2024,87,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154635,2154635,JPYINR2451058CE,JPYINR,0.0025,10-05-2024,58,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172269,2172269,GBPINR24712103.5PE,GBPINR,0.7575,12-07-2024,103.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154640,2154640,GBPINR24510105.5CE,GBPINR,0.17,10-05-2024,105.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154641,2154641,EURINR2451094.5PE,EURINR,4.555,10-05-2024,94.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154642,2154642,GBPINR24510107CE,GBPINR,0.005,10-05-2024,107,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154643,2154643,GBPINR24510101CE,GBPINR,3.99,10-05-2024,101,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172270,2172270,GBPINR24712105PE,GBPINR,1.3475,12-07-2024,105,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154648,2154648,EURINR2451094.5CE,EURINR,0.0025,10-05-2024,94.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154649,2154649,JPYINR2451054.5PE,JPYINR,0.335,10-05-2024,54.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154650,2154650,JPYINR2451056PE,JPYINR,1.68,10-05-2024,56,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172271,2172271,USDINR2471284.5CE,USDINR,0.05,12-07-2024,84.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154652,2154652,GBPINR24510105PE,GBPINR,0.3725,10-05-2024,105,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154654,2154654,EURINR2451090CE,EURINR,0.235,10-05-2024,90,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154655,2154655,JPYINR2451054.5CE,JPYINR,0.155,10-05-2024,54.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154656,2154656,JPYINR2451056CE,JPYINR,0.0025,10-05-2024,56,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172272,2172272,USDINR2471286CE,USDINR,0.0025,12-07-2024,86,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154658,2154658,EURINR2451092.5PE,EURINR,2.5575,10-05-2024,92.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154659,2154659,GBPINR24510105CE,GBPINR,0.3625,10-05-2024,105,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154660,2154660,EURINR2451094PE,EURINR,4.0575,10-05-2024,94,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154661,2154661,EURINR2451092.5CE,EURINR,0.0025,10-05-2024,92.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154664,2154664,JPYINR2451052.5PE,JPYINR,0.0025,10-05-2024,52.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154665,2154665,JPYINR2451054PE,JPYINR,0.1075,10-05-2024,54,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154666,2154666,GBPINR24510101.5PE,GBPINR,0.0025,10-05-2024,101.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154668,2154668,GBPINR24510103PE,GBPINR,0.005,10-05-2024,103,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2172274,2172274,JPYINR2471253.25CE,JPYINR,2.035,12-07-2024,53.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154670,2154670,JPYINR2451054CE,JPYINR,0.4275,10-05-2024,54,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154672,2154672,GBPINR24510101.5CE,GBPINR,3.49,10-05-2024,101.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154673,2154673,GBPINR24510106.25PE,GBPINR,1.295,10-05-2024,106.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154674,2154674,GBPINR24510103CE,GBPINR,1.995,10-05-2024,103,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154678,2154678,EURINR2451093.75PE,EURINR,3.8075,10-05-2024,93.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154680,2154680,GBPINR24510106.25CE,GBPINR,0.0375,10-05-2024,106.25,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154683,2154683,JPYINR2451050.5PE,JPYINR,0.0025,10-05-2024,50.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154685,2154685,JPYINR2451052PE,JPYINR,0.0025,10-05-2024,52,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154686,2154686,JPYINR2451059.75PE,JPYINR,5.425,10-05-2024,59.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154692,2154692,GBPINR24510108.75PE,GBPINR,3.7575,10-05-2024,108.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154693,2154693,EURINR2451093.75CE,EURINR,0.0025,10-05-2024,93.75,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154698,2154698,JPYINR2451050.5CE,JPYINR,3.8175,10-05-2024,50.5,0.25,1,FUTCUR,FF,BCD_FO
BCD_FO|2154699,2154699,JPYINR2451052CE,JPYINR,2.3175,10-05-2024,52,0.25,1,FUTCUR,FF,BCD_FO
